Locality,CPA,URL,City,State
Rio Talavera,E2805XAK,https://codigo-postal.co/argentina/cpa/E2805XAK/,Arroyo el Ahogado,Buenos Aires
Algarrobo,B8132XAB,https://codigo-postal.co/argentina/cpa/B8132XAB/,Arroyo Burgos,Buenos Aires
Arroyo Burgos,B2935XAC,https://codigo-postal.co/argentina/cpa/B2935XAC/,Arroyo Burgos,Buenos Aires
El Descanso,B2935XAD,https://codigo-postal.co/argentina/cpa/B2935XAD/,Arroyo Burgos,Buenos Aires
Ingeniero Moneta,B2935XAE,https://codigo-postal.co/argentina/cpa/B2935XAE/,Arroyo Burgos,Buenos Aires
Kilometro 172,B2935XAF,https://codigo-postal.co/argentina/cpa/B2935XAF/,Arroyo Burgos,Buenos Aires
Parada Kilometro 158,B2935XAA,https://codigo-postal.co/argentina/cpa/B2935XAA/,Arroyo Burgos,Buenos Aires
Arroyo de la Cruz,código postal es 2813,https://codigo-postal.co/argentina/buenos-aires/arroyo-de-la-cruz/,Arroyo de la Cruz,Buenos Aires
Arroyo del Pescado,B1923XAB,https://codigo-postal.co/argentina/cpa/B1923XAB/,Arroyo del Pescado,Buenos Aires
Arroyo la Maza,B1923XAC,https://codigo-postal.co/argentina/cpa/B1923XAC/,Arroyo del Pescado,Buenos Aires
Frigorifico Armour,B1923XAD,https://codigo-postal.co/argentina/cpa/B1923XAD/,Arroyo del Pescado,Buenos Aires
La Balandra,B1923XAE,https://codigo-postal.co/argentina/cpa/B1923XAE/,Arroyo del Pescado,Buenos Aires
Palo Blanco,B1923XAA,https://codigo-postal.co/argentina/cpa/B1923XAA/,Arroyo del Pescado,Buenos Aires
Arroyo Corto,código postal es 8172,https://codigo-postal.co/argentina/buenos-aires/arroyo-corto/,Arroyo Corto,Buenos Aires
Almacen el Descanso,B2752XAB,https://codigo-postal.co/argentina/cpa/B2752XAB/,Arroyo de Luna,Buenos Aires
Arroyo de Luna,B2752XAC,https://codigo-postal.co/argentina/cpa/B2752XAC/,Arroyo de Luna,Buenos Aires
Campo la Elisa,B2752XAD,https://codigo-postal.co/argentina/cpa/B2752XAD/,Arroyo de Luna,Buenos Aires
Colegio San Pablo,B2752XAE,https://codigo-postal.co/argentina/cpa/B2752XAE/,Arroyo de Luna,Buenos Aires
El Silencio,B2752XAA,https://codigo-postal.co/argentina/cpa/B2752XAA/,Arroyo de Luna,Buenos Aires
Haras los Cardales,B2752XAF,https://codigo-postal.co/argentina/cpa/B2752XAF/,Arroyo de Luna,Buenos Aires
Retiro San Pablo,B2752XAG,https://codigo-postal.co/argentina/cpa/B2752XAG/,Arroyo de Luna,Buenos Aires
Alamos,B6437XAE,https://codigo-postal.co/argentina/cpa/B6437XAE/,Arroyo el Chingolo,Buenos Aires
Alfa,B6437XAF,https://codigo-postal.co/argentina/cpa/B6437XAF/,Arroyo el Chingolo,Buenos Aires
Arroyo el Chingolo,B6437XAG,https://codigo-postal.co/argentina/cpa/B6437XAG/,Arroyo el Chingolo,Buenos Aires
Arroyo Venado,B6437XAH,https://codigo-postal.co/argentina/cpa/B6437XAH/,Arroyo el Chingolo,Buenos Aires
Colonia San Ramon,B6437XAA,https://codigo-postal.co/argentina/cpa/B6437XAA/,Arroyo el Chingolo,Buenos Aires
El Nilo,B6435XAA,https://codigo-postal.co/argentina/cpa/B6435XAA/,Arroyo el Chingolo,Buenos Aires
El Trebañon,B6437XAB,https://codigo-postal.co/argentina/cpa/B6437XAB/,Arroyo el Chingolo,Buenos Aires
La Gregoria,B6437XAC,https://codigo-postal.co/argentina/cpa/B6437XAC/,Arroyo el Chingolo,Buenos Aires
La Herminia,B6437XAD,https://codigo-postal.co/argentina/cpa/B6437XAD/,Arroyo el Chingolo,Buenos Aires
Las Cuatro Hermanas,B6437XAI,https://codigo-postal.co/argentina/cpa/B6437XAI/,Arroyo el Chingolo,Buenos Aires
Las Mercedes,B6437XAJ,https://codigo-postal.co/argentina/cpa/B6437XAJ/,Arroyo el Chingolo,Buenos Aires
Las Tres Flores,B6437XAK,https://codigo-postal.co/argentina/cpa/B6437XAK/,Arroyo el Chingolo,Buenos Aires
Santa Rita Pdo Guamini,B6437XAL,https://codigo-postal.co/argentina/cpa/B6437XAL/,Arroyo el Chingolo,Buenos Aires
Arroyo Aleli,B2805XAM,https://codigo-postal.co/argentina/cpa/B2805XAM/,Arroyo los Tigres,Buenos Aires
Arroyo Brasilero,E2805XAA,https://codigo-postal.co/argentina/cpa/E2805XAA/,Arroyo los Tigres,Buenos Aires
Arroyo Carabelitas,B2805XAN,https://codigo-postal.co/argentina/cpa/B2805XAN/,Arroyo los Tigres,Buenos Aires
Arroyo el Ahogado,B2805XAA,https://codigo-postal.co/argentina/cpa/B2805XAA/,Arroyo los Tigres,Buenos Aires
Arroyo Ibicuycito,E2805XAC,https://codigo-postal.co/argentina/cpa/E2805XAC/,Arroyo los Tigres,Buenos Aires
Arroyo la Paciencia,E2805XAD,https://codigo-postal.co/argentina/cpa/E2805XAD/,Arroyo los Tigres,Buenos Aires
Arroyo las Cruces,B2805XAB,https://codigo-postal.co/argentina/cpa/B2805XAB/,Arroyo los Tigres,Buenos Aires
Arroyo las Rosas,B1625XAB,https://codigo-postal.co/argentina/cpa/B1625XAB/,Arroyo los Tigres,Buenos Aires
Arroyo los Platos,E2805XAB,https://codigo-postal.co/argentina/cpa/E2805XAB/,Arroyo los Tigres,Buenos Aires
Arroyo los Tigres,B2805XAD,https://codigo-postal.co/argentina/cpa/B2805XAD/,Arroyo los Tigres,Buenos Aires
Arroyo Ñacurutu Chico,B2805XAE,https://codigo-postal.co/argentina/cpa/B2805XAE/,Arroyo los Tigres,Buenos Aires
Arroyo Pesqueria,B2805XAF,https://codigo-postal.co/argentina/cpa/B2805XAF/,Arroyo los Tigres,Buenos Aires
Arroyo Tajiber,B2805XAG,https://codigo-postal.co/argentina/cpa/B2805XAG/,Arroyo los Tigres,Buenos Aires
Arroyo Zanjon,B2805XAH,https://codigo-postal.co/argentina/cpa/B2805XAH/,Arroyo los Tigres,Buenos Aires
Blondeau,B2805XAI,https://codigo-postal.co/argentina/cpa/B2805XAI/,Arroyo los Tigres,Buenos Aires
Canal N Alem 1A Sec,B2805XAJ,https://codigo-postal.co/argentina/cpa/B2805XAJ/,Arroyo los Tigres,Buenos Aires
Canal N Alem 2A Sec,B2805XAK,https://codigo-postal.co/argentina/cpa/B2805XAK/,Arroyo los Tigres,Buenos Aires
Colonia Delta,E2805XAG,https://codigo-postal.co/argentina/cpa/E2805XAG/,Arroyo los Tigres,Buenos Aires
Isla el Dorado,E2805XAH,https://codigo-postal.co/argentina/cpa/E2805XAH/,Arroyo los Tigres,Buenos Aires
La Horqueta,B7500XAF,https://codigo-postal.co/argentina/cpa/B7500XAF/,Arroyo los Tigres,Buenos Aires
Paraje Palaveroi,E2805XAI,https://codigo-postal.co/argentina/cpa/E2805XAI/,Arroyo los Tigres,Buenos Aires
Parana Bravo,E2805XAF,https://codigo-postal.co/argentina/cpa/E2805XAF/,Arroyo los Tigres,Buenos Aires
Rio Aguila,E2805XAE,https://codigo-postal.co/argentina/cpa/E2805XAE/,Arroyo los Tigres,Buenos Aires
Rio Alferez Nelson Page,E2805XAL,https://codigo-postal.co/argentina/cpa/E2805XAL/,Arroyo los Tigres,Buenos Aires
Rio Ceibo,E2805XAM,https://codigo-postal.co/argentina/cpa/E2805XAM/,Arroyo los Tigres,Buenos Aires
Rio Parana Guazu,E2805XAN,https://codigo-postal.co/argentina/cpa/E2805XAN/,Arroyo los Tigres,Buenos Aires
Rio Pasaje al Aguila,E2805XAJ,https://codigo-postal.co/argentina/cpa/E2805XAJ/,Arroyo los Tigres,Buenos Aires
Rio Sauce,E2805XAO,https://codigo-postal.co/argentina/cpa/E2805XAO/,Arroyo los Tigres,Buenos Aires
Rio Talavera,E2805XAK,https://codigo-postal.co/argentina/cpa/E2805XAK/,Arroyo los Tigres,Buenos Aires
Arroyo Aleli,B2805XAM,https://codigo-postal.co/argentina/cpa/B2805XAM/,Arroyo Pesqueria,Buenos Aires
Arroyo Brasilero,E2805XAA,https://codigo-postal.co/argentina/cpa/E2805XAA/,Arroyo Pesqueria,Buenos Aires
Arroyo Carabelitas,B2805XAN,https://codigo-postal.co/argentina/cpa/B2805XAN/,Arroyo Pesqueria,Buenos Aires
Arroyo el Ahogado,B2805XAA,https://codigo-postal.co/argentina/cpa/B2805XAA/,Arroyo Pesqueria,Buenos Aires
Arroyo Ibicuycito,E2805XAC,https://codigo-postal.co/argentina/cpa/E2805XAC/,Arroyo Pesqueria,Buenos Aires
Arroyo la Paciencia,E2805XAD,https://codigo-postal.co/argentina/cpa/E2805XAD/,Arroyo Pesqueria,Buenos Aires
Arroyo las Cruces,B2805XAB,https://codigo-postal.co/argentina/cpa/B2805XAB/,Arroyo Pesqueria,Buenos Aires
Arroyo las Rosas,B1625XAB,https://codigo-postal.co/argentina/cpa/B1625XAB/,Arroyo Pesqueria,Buenos Aires
Arroyo los Platos,E2805XAB,https://codigo-postal.co/argentina/cpa/E2805XAB/,Arroyo Pesqueria,Buenos Aires
Arroyo los Tigres,B2805XAD,https://codigo-postal.co/argentina/cpa/B2805XAD/,Arroyo Pesqueria,Buenos Aires
Arroyo Ñacurutu Chico,B2805XAE,https://codigo-postal.co/argentina/cpa/B2805XAE/,Arroyo Pesqueria,Buenos Aires
Arroyo Pesqueria,B2805XAF,https://codigo-postal.co/argentina/cpa/B2805XAF/,Arroyo Pesqueria,Buenos Aires
Arroyo Tajiber,B2805XAG,https://codigo-postal.co/argentina/cpa/B2805XAG/,Arroyo Pesqueria,Buenos Aires
Arroyo Zanjon,B2805XAH,https://codigo-postal.co/argentina/cpa/B2805XAH/,Arroyo Pesqueria,Buenos Aires
Blondeau,B2805XAI,https://codigo-postal.co/argentina/cpa/B2805XAI/,Arroyo Pesqueria,Buenos Aires
Canal N Alem 1A Sec,B2805XAJ,https://codigo-postal.co/argentina/cpa/B2805XAJ/,Arroyo Pesqueria,Buenos Aires
Canal N Alem 2A Sec,B2805XAK,https://codigo-postal.co/argentina/cpa/B2805XAK/,Arroyo Pesqueria,Buenos Aires
Colonia Delta,E2805XAG,https://codigo-postal.co/argentina/cpa/E2805XAG/,Arroyo Pesqueria,Buenos Aires
Isla el Dorado,E2805XAH,https://codigo-postal.co/argentina/cpa/E2805XAH/,Arroyo Pesqueria,Buenos Aires
La Horqueta,B7500XAF,https://codigo-postal.co/argentina/cpa/B7500XAF/,Arroyo Pesqueria,Buenos Aires
Paraje Palaveroi,E2805XAI,https://codigo-postal.co/argentina/cpa/E2805XAI/,Arroyo Pesqueria,Buenos Aires
Parana Bravo,E2805XAF,https://codigo-postal.co/argentina/cpa/E2805XAF/,Arroyo Pesqueria,Buenos Aires
Rio Aguila,E2805XAE,https://codigo-postal.co/argentina/cpa/E2805XAE/,Arroyo Pesqueria,Buenos Aires
Rio Alferez Nelson Page,E2805XAL,https://codigo-postal.co/argentina/cpa/E2805XAL/,Arroyo Pesqueria,Buenos Aires
Rio Ceibo,E2805XAM,https://codigo-postal.co/argentina/cpa/E2805XAM/,Arroyo Pesqueria,Buenos Aires
Rio Parana Guazu,E2805XAN,https://codigo-postal.co/argentina/cpa/E2805XAN/,Arroyo Pesqueria,Buenos Aires
Rio Pasaje al Aguila,E2805XAJ,https://codigo-postal.co/argentina/cpa/E2805XAJ/,Arroyo Pesqueria,Buenos Aires
Rio Sauce,E2805XAO,https://codigo-postal.co/argentina/cpa/E2805XAO/,Arroyo Pesqueria,Buenos Aires
Rio Talavera,E2805XAK,https://codigo-postal.co/argentina/cpa/E2805XAK/,Arroyo Pesqueria,Buenos Aires
Los Eucaliptus Casco Urbano,B1895XAA,https://codigo-postal.co/argentina/cpa/B1895XAA/,Arturo Segui,Buenos Aires
Arturo Vatteone,código postal es 6433,https://codigo-postal.co/argentina/buenos-aires/arturo-vatteone/,Arturo Vatteone,Buenos Aires
Atahualpa,B6471XAA,https://codigo-postal.co/argentina/cpa/B6471XAA/,Atahualpa,Buenos Aires
La Carreta,B6471XAD,https://codigo-postal.co/argentina/cpa/B6471XAD/,Atahualpa,Buenos Aires
La Margarita,B6471XAE,https://codigo-postal.co/argentina/cpa/B6471XAE/,Atahualpa,Buenos Aires
Mouras,B6471XAC,https://codigo-postal.co/argentina/cpa/B6471XAC/,Atahualpa,Buenos Aires
Santa Ines,B6471XAF,https://codigo-postal.co/argentina/cpa/B6471XAF/,Atahualpa,Buenos Aires
Villa Aldeanita,B6471XAB,https://codigo-postal.co/argentina/cpa/B6471XAB/,Atahualpa,Buenos Aires
Villa Branda,B6407XAD,https://codigo-postal.co/argentina/cpa/B6407XAD/,Atahualpa,Buenos Aires
Piñeyro,B7540XAD,https://codigo-postal.co/argentina/cpa/B7540XAD/,Avellaneda,Buenos Aires
Tatay,B6725XAC,https://codigo-postal.co/argentina/cpa/B6725XAC/,Azcuenaga,Buenos Aires
Tuyuti,B6721XAA,https://codigo-postal.co/argentina/cpa/B6721XAA/,Azcuenaga,Buenos Aires
Arroyo Aleli,B2805XAM,https://codigo-postal.co/argentina/cpa/B2805XAM/,Arroyo Zanjon,Buenos Aires
Arroyo Brasilero,E2805XAA,https://codigo-postal.co/argentina/cpa/E2805XAA/,Arroyo Zanjon,Buenos Aires
Arroyo Carabelitas,B2805XAN,https://codigo-postal.co/argentina/cpa/B2805XAN/,Arroyo Zanjon,Buenos Aires
Arroyo el Ahogado,B2805XAA,https://codigo-postal.co/argentina/cpa/B2805XAA/,Arroyo Zanjon,Buenos Aires
Arroyo Ibicuycito,E2805XAC,https://codigo-postal.co/argentina/cpa/E2805XAC/,Arroyo Zanjon,Buenos Aires
Arroyo la Paciencia,E2805XAD,https://codigo-postal.co/argentina/cpa/E2805XAD/,Arroyo Zanjon,Buenos Aires
Arroyo las Cruces,B2805XAB,https://codigo-postal.co/argentina/cpa/B2805XAB/,Arroyo Zanjon,Buenos Aires
Arroyo las Rosas,B1625XAB,https://codigo-postal.co/argentina/cpa/B1625XAB/,Arroyo Zanjon,Buenos Aires
Arroyo los Platos,E2805XAB,https://codigo-postal.co/argentina/cpa/E2805XAB/,Arroyo Zanjon,Buenos Aires
Arroyo los Tigres,B2805XAD,https://codigo-postal.co/argentina/cpa/B2805XAD/,Arroyo Zanjon,Buenos Aires
Arroyo Ñacurutu Chico,B2805XAE,https://codigo-postal.co/argentina/cpa/B2805XAE/,Arroyo Zanjon,Buenos Aires
Arroyo Pesqueria,B2805XAF,https://codigo-postal.co/argentina/cpa/B2805XAF/,Arroyo Zanjon,Buenos Aires
Arroyo Tajiber,B2805XAG,https://codigo-postal.co/argentina/cpa/B2805XAG/,Arroyo Zanjon,Buenos Aires
Arroyo Zanjon,B2805XAH,https://codigo-postal.co/argentina/cpa/B2805XAH/,Arroyo Zanjon,Buenos Aires
Blondeau,B2805XAI,https://codigo-postal.co/argentina/cpa/B2805XAI/,Arroyo Zanjon,Buenos Aires
Canal N Alem 1A Sec,B2805XAJ,https://codigo-postal.co/argentina/cpa/B2805XAJ/,Arroyo Zanjon,Buenos Aires
Canal N Alem 2A Sec,B2805XAK,https://codigo-postal.co/argentina/cpa/B2805XAK/,Arroyo Zanjon,Buenos Aires
Colonia Delta,E2805XAG,https://codigo-postal.co/argentina/cpa/E2805XAG/,Arroyo Zanjon,Buenos Aires
Isla el Dorado,E2805XAH,https://codigo-postal.co/argentina/cpa/E2805XAH/,Arroyo Zanjon,Buenos Aires
La Horqueta,B7500XAF,https://codigo-postal.co/argentina/cpa/B7500XAF/,Arroyo Zanjon,Buenos Aires
Paraje Palaveroi,E2805XAI,https://codigo-postal.co/argentina/cpa/E2805XAI/,Arroyo Zanjon,Buenos Aires
Parana Bravo,E2805XAF,https://codigo-postal.co/argentina/cpa/E2805XAF/,Arroyo Zanjon,Buenos Aires
Rio Aguila,E2805XAE,https://codigo-postal.co/argentina/cpa/E2805XAE/,Arroyo Zanjon,Buenos Aires
Rio Alferez Nelson Page,E2805XAL,https://codigo-postal.co/argentina/cpa/E2805XAL/,Arroyo Zanjon,Buenos Aires
Rio Ceibo,E2805XAM,https://codigo-postal.co/argentina/cpa/E2805XAM/,Arroyo Zanjon,Buenos Aires
Rio Parana Guazu,E2805XAN,https://codigo-postal.co/argentina/cpa/E2805XAN/,Arroyo Zanjon,Buenos Aires
Rio Pasaje al Aguila,E2805XAJ,https://codigo-postal.co/argentina/cpa/E2805XAJ/,Arroyo Zanjon,Buenos Aires
Rio Sauce,E2805XAO,https://codigo-postal.co/argentina/cpa/E2805XAO/,Arroyo Zanjon,Buenos Aires
Rio Talavera,E2805XAK,https://codigo-postal.co/argentina/cpa/E2805XAK/,Arroyo Zanjon,Buenos Aires
Asturias,B6469XAA,https://codigo-postal.co/argentina/cpa/B6469XAA/,Asturias,Buenos Aires
El Boqueron,B7150XAC,https://codigo-postal.co/argentina/cpa/B7150XAC/,Ayacucho,Buenos Aires
Las Pajas,B7150XAB,https://codigo-postal.co/argentina/cpa/B7150XAB/,Ayacucho,Buenos Aires
San Laureano,B7150XAA,https://codigo-postal.co/argentina/cpa/B7150XAA/,Ayacucho,Buenos Aires
Caminera Azul,B7300XAA,https://codigo-postal.co/argentina/cpa/B7300XAA/,Azul,Buenos Aires
Cuartel II,B7300XAI,https://codigo-postal.co/argentina/cpa/B7300XAI/,Azul,Buenos Aires
Estacion Lazzarino,B7300XAE,https://codigo-postal.co/argentina/cpa/B7300XAE/,Azul,Buenos Aires
La Colorada,B7119XAG,https://codigo-postal.co/argentina/cpa/B7119XAG/,Azul,Buenos Aires
La Mantequeria,B7300XAB,https://codigo-postal.co/argentina/cpa/B7300XAB/,Azul,Buenos Aires
Las Cortaderas,B8504XAD,https://codigo-postal.co/argentina/cpa/B8504XAD/,Azul,Buenos Aires
Lazzarino,B7300XAD,https://codigo-postal.co/argentina/cpa/B7300XAD/,Azul,Buenos Aires
Vicente Pereda,B7300XAH,https://codigo-postal.co/argentina/cpa/B7300XAH/,Azul,Buenos Aires
Arroyo Aleli,B2805XAM,https://codigo-postal.co/argentina/cpa/B2805XAM/,Arroyo Tajiber,Buenos Aires
Arroyo Brasilero,E2805XAA,https://codigo-postal.co/argentina/cpa/E2805XAA/,Arroyo Tajiber,Buenos Aires
Arroyo Carabelitas,B2805XAN,https://codigo-postal.co/argentina/cpa/B2805XAN/,Arroyo Tajiber,Buenos Aires
Arroyo el Ahogado,B2805XAA,https://codigo-postal.co/argentina/cpa/B2805XAA/,Arroyo Tajiber,Buenos Aires
Arroyo Ibicuycito,E2805XAC,https://codigo-postal.co/argentina/cpa/E2805XAC/,Arroyo Tajiber,Buenos Aires
Arroyo la Paciencia,E2805XAD,https://codigo-postal.co/argentina/cpa/E2805XAD/,Arroyo Tajiber,Buenos Aires
Arroyo las Cruces,B2805XAB,https://codigo-postal.co/argentina/cpa/B2805XAB/,Arroyo Tajiber,Buenos Aires
Arroyo las Rosas,B1625XAB,https://codigo-postal.co/argentina/cpa/B1625XAB/,Arroyo Tajiber,Buenos Aires
Arroyo los Platos,E2805XAB,https://codigo-postal.co/argentina/cpa/E2805XAB/,Arroyo Tajiber,Buenos Aires
Arroyo los Tigres,B2805XAD,https://codigo-postal.co/argentina/cpa/B2805XAD/,Arroyo Tajiber,Buenos Aires
Arroyo Ñacurutu Chico,B2805XAE,https://codigo-postal.co/argentina/cpa/B2805XAE/,Arroyo Tajiber,Buenos Aires
Arroyo Pesqueria,B2805XAF,https://codigo-postal.co/argentina/cpa/B2805XAF/,Arroyo Tajiber,Buenos Aires
Arroyo Tajiber,B2805XAG,https://codigo-postal.co/argentina/cpa/B2805XAG/,Arroyo Tajiber,Buenos Aires
Arroyo Zanjon,B2805XAH,https://codigo-postal.co/argentina/cpa/B2805XAH/,Arroyo Tajiber,Buenos Aires
Blondeau,B2805XAI,https://codigo-postal.co/argentina/cpa/B2805XAI/,Arroyo Tajiber,Buenos Aires
Canal N Alem 1A Sec,B2805XAJ,https://codigo-postal.co/argentina/cpa/B2805XAJ/,Arroyo Tajiber,Buenos Aires
Canal N Alem 2A Sec,B2805XAK,https://codigo-postal.co/argentina/cpa/B2805XAK/,Arroyo Tajiber,Buenos Aires
Colonia Delta,E2805XAG,https://codigo-postal.co/argentina/cpa/E2805XAG/,Arroyo Tajiber,Buenos Aires
Isla el Dorado,E2805XAH,https://codigo-postal.co/argentina/cpa/E2805XAH/,Arroyo Tajiber,Buenos Aires
La Horqueta,B7500XAF,https://codigo-postal.co/argentina/cpa/B7500XAF/,Arroyo Tajiber,Buenos Aires
Paraje Palaveroi,E2805XAI,https://codigo-postal.co/argentina/cpa/E2805XAI/,Arroyo Tajiber,Buenos Aires
Parana Bravo,E2805XAF,https://codigo-postal.co/argentina/cpa/E2805XAF/,Arroyo Tajiber,Buenos Aires
Rio Aguila,E2805XAE,https://codigo-postal.co/argentina/cpa/E2805XAE/,Arroyo Tajiber,Buenos Aires
Rio Alferez Nelson Page,E2805XAL,https://codigo-postal.co/argentina/cpa/E2805XAL/,Arroyo Tajiber,Buenos Aires
Rio Ceibo,E2805XAM,https://codigo-postal.co/argentina/cpa/E2805XAM/,Arroyo Tajiber,Buenos Aires
Rio Parana Guazu,E2805XAN,https://codigo-postal.co/argentina/cpa/E2805XAN/,Arroyo Tajiber,Buenos Aires
Rio Pasaje al Aguila,E2805XAJ,https://codigo-postal.co/argentina/cpa/E2805XAJ/,Arroyo Tajiber,Buenos Aires
Rio Sauce,E2805XAO,https://codigo-postal.co/argentina/cpa/E2805XAO/,Arroyo Tajiber,Buenos Aires
Rio Talavera,E2805XAK,https://codigo-postal.co/argentina/cpa/E2805XAK/,Arroyo Tajiber,Buenos Aires
Alamos,B6437XAE,https://codigo-postal.co/argentina/cpa/B6437XAE/,Arroyo Venado,Buenos Aires
Alfa,B6437XAF,https://codigo-postal.co/argentina/cpa/B6437XAF/,Arroyo Venado,Buenos Aires
Arroyo el Chingolo,B6437XAG,https://codigo-postal.co/argentina/cpa/B6437XAG/,Arroyo Venado,Buenos Aires
Arroyo Venado,B6437XAH,https://codigo-postal.co/argentina/cpa/B6437XAH/,Arroyo Venado,Buenos Aires
Colonia San Ramon,B6437XAA,https://codigo-postal.co/argentina/cpa/B6437XAA/,Arroyo Venado,Buenos Aires
El Nilo,B6435XAA,https://codigo-postal.co/argentina/cpa/B6435XAA/,Arroyo Venado,Buenos Aires
El Trebañon,B6437XAB,https://codigo-postal.co/argentina/cpa/B6437XAB/,Arroyo Venado,Buenos Aires
La Gregoria,B6437XAC,https://codigo-postal.co/argentina/cpa/B6437XAC/,Arroyo Venado,Buenos Aires
La Herminia,B6437XAD,https://codigo-postal.co/argentina/cpa/B6437XAD/,Arroyo Venado,Buenos Aires
Las Cuatro Hermanas,B6437XAI,https://codigo-postal.co/argentina/cpa/B6437XAI/,Arroyo Venado,Buenos Aires
Las Mercedes,B6437XAJ,https://codigo-postal.co/argentina/cpa/B6437XAJ/,Arroyo Venado,Buenos Aires
Las Tres Flores,B6437XAK,https://codigo-postal.co/argentina/cpa/B6437XAK/,Arroyo Venado,Buenos Aires
Santa Rita Pdo Guamini,B6437XAL,https://codigo-postal.co/argentina/cpa/B6437XAL/,Arroyo Venado,Buenos Aires
Avestruz,B8183XAD,https://codigo-postal.co/argentina/cpa/B8183XAD/,Avestruz,Buenos Aires
Cañada Mariano,B8183XAA,https://codigo-postal.co/argentina/cpa/B8183XAA/,Avestruz,Buenos Aires
Colonia la Vascongada,B8183XAB,https://codigo-postal.co/argentina/cpa/B8183XAB/,Avestruz,Buenos Aires
Tres Cuervos,B8183XAC,https://codigo-postal.co/argentina/cpa/B8183XAC/,Avestruz,Buenos Aires
Colonia el Pincen,B8181XAA,https://codigo-postal.co/argentina/cpa/B8181XAA/,Azopardo,Buenos Aires
Colonia Hipolito Yrigoyen,B8181XAB,https://codigo-postal.co/argentina/cpa/B8181XAB/,Azopardo,Buenos Aires
Colonia Santa Rosa,B8181XAD,https://codigo-postal.co/argentina/cpa/B8181XAD/,Azopardo,Buenos Aires
Erize,B8181XAE,https://codigo-postal.co/argentina/cpa/B8181XAE/,Azopardo,Buenos Aires
La Vascongada,B8181XAC,https://codigo-postal.co/argentina/cpa/B8181XAC/,Azopardo,Buenos Aires
Cristino Benavidez,B1913XAA,https://codigo-postal.co/argentina/cpa/B1913XAA/,Atalaya,Buenos Aires
Julio Arditi,B1913XAC,https://codigo-postal.co/argentina/cpa/B1913XAC/,Atalaya,Buenos Aires
Payro R,B1913XAB,https://codigo-postal.co/argentina/cpa/B1913XAB/,Atalaya,Buenos Aires
Asamblea,B6640XAC,https://codigo-postal.co/argentina/cpa/B6640XAC/,Asamblea,Buenos Aires
La Maria,B6640XAA,https://codigo-postal.co/argentina/cpa/B6640XAA/,Asamblea,Buenos Aires
Atucha,código postal es 2808,https://codigo-postal.co/argentina/buenos-aires/atucha/,Atucha,Buenos Aires
Colonia la Beba,B6003XAE,https://codigo-postal.co/argentina/cpa/B6003XAE/,Ascencion,Buenos Aires
Escuela Agricola Salesiana,B6003XAA,https://codigo-postal.co/argentina/cpa/B6003XAA/,Ascencion,Buenos Aires
Estacion Ascension,B6003XAB,https://codigo-postal.co/argentina/cpa/B6003XAB/,Ascencion,Buenos Aires
La Angelita,B6003XAC,https://codigo-postal.co/argentina/cpa/B6003XAC/,Ascencion,Buenos Aires
La Beba,B6003XAF,https://codigo-postal.co/argentina/cpa/B6003XAF/,Ascencion,Buenos Aires
La Trinidad,B6003XAD,https://codigo-postal.co/argentina/cpa/B6003XAD/,Ascencion,Buenos Aires
