locality_id,name,zip_code,state
acofUOJeNL,Saujil de Tinogasta,K5340XCF,Catamarca
GBc-7ml3NL,El Potrero,K4723XBI,Catamarca
ySKyB1A9Xd,Joyango,K5315XAR,Catamarca
aEpB4EYLhE,Kilometro 975,K5315XAS,Catamarca
GHU07VD9Gl,La Aguada Grande,K5315XAT,Catamarca
UlEZN-5EVT,La Yegua Muerta,K5315XAE,Catamarca
4JJW3QOT6U,Las Breas,K5315XAF,Catamarca
psBKXPQHqs,San Miguel,K5315XAW,Catamarca
WIEv791K4a,El Duraznillo,K4718XAT,Catamarca
aG9oQpCAVr,Huacra,K4718XAY,Catamarca
ZRuSTmER8a,La Viña de Abajo,K4718XAG,Catamarca
k_6u-AOhVI,Las Huertas,K4718XAH,Catamarca
2YsT3Tb6GK,Las Tranquitas,K4718XAI,Catamarca
iauz5_iBsh,Los Ovejeros,K4718XBC,Catamarca
AaNjPRPBlb,Los Pintados,K4718XBD,Catamarca
FGiXAV2kyy,Sauce Mayo,K4718XBN,Catamarca
uLjycObxtG,Sumampa,K4718XBO,Catamarca
5ze4uHHTOp,Agua Amarilla la Hoyada,K4139XBI,Catamarca
bt7DLbKE8I,Agua Amarilla Pta de Balasto,K4139XBJ,Catamarca
8gNvTfBj97,Ampajango,K4139XBK,Catamarca
fLow7sk1UH,Andalhuala,K4139XAZ,Catamarca
jjBkqlQIUs,Banda,K4139XBA,Catamarca
hQsekYXIja,Campitos,K4139XBB,Catamarca
nj48nCEare,Casa de Piedra,K4139XBD,Catamarca
UzIXFV_wdS,Caspinchango,K4139XBC,Catamarca
ZFLCFiJsLv,Cerrillos,K4139XBE,Catamarca
I08BClZJ05,Chafiñan,K4139XBF,Catamarca
99lOxtnRlO,Chañar Punco,K4139XAA,Catamarca
E7UE1USZsp,Corral Viejo,K4139XBH,Catamarca
sWbM4TUlxe,Desrumbe,K4139XAI,Catamarca
FL-KAKZzHI,El Arroyo,K4139XBG,Catamarca
x4WB-GjsAT,El Balde,K4139XBL,Catamarca
iF4dd8c54O,El Calchaqui,K4139XBN,Catamarca
MYOcCHFjXh,El Cerrito,K4139XBO,Catamarca
h3rk4ukMRK,El Medanito,K4139XBQ,Catamarca
BbCFxNdXyr,El Tesoro,K4139XCE,Catamarca
nV1t_uz9Wq,El Trapiche,K4139XBR,Catamarca
L9r0jAaFRS,El Zarzo,K4139XBS,Catamarca
CtHD5C4gH6,Entre Rios,K4139XBT,Catamarca
mb5btzG7Ca,Estancia Vieja,K4139XBU,Catamarca
6jltKQdrxL,Famabalastro,K4139XAT,Catamarca
hEuBrUvhCC,Famatanca,K4139XAC,Catamarca
J8DXaB--kR,Iapes,K4139XAU,Catamarca
0SPZ_aHCUe,Julipao,K4139XAV,Catamarca
FQdImVDdMp,La Ollada,K4139XAW,Catamarca
qhRdYodf4o,La Soledad,K4139XBV,Catamarca
J1uaHiiAqZ,Lampasito,K4139XCG,Catamarca
XYq4mWNw4k,Las Mojarras,K4139XAD,Catamarca
uQtd4dO5-W,Los Saltos,K4139XBX,Catamarca
bCq7ypUBr3,Medanito,K4139XBY,Catamarca
2sCBfN-QpP,Ovejeria,K4139XBZ,Catamarca
8t_LHZE6lt,Pajanguillo,K4139XCA,Catamarca
0j81oyGr-7,Capayan,K4728XAB,Catamarca
X9W10NCUdQ,Concepcion,K4728XBD,Catamarca
7NM8_N-TYj,El Milagro,K5260XDZ,Catamarca
FFI3WD2f16,Huillapima,K4728XAA,Catamarca
SytVFKhVr4,Lampasillo,K4728XAW,Catamarca
lXC7oMVSGa,Las Palmas,K4728XAX,Catamarca
HLGj-GLCjJ,Los Chañaritos,K4728XBC,Catamarca
kA4IKeiHQK,San Pablo,K4728XAL,Catamarca
zTQkp5yut-,San Pedro Capayan,K4728XAM,Catamarca
MrF4gE2qqk,Agua los Matos,K4701XBB,Catamarca
tDZ-mBTcLK,Baviano,K5260XCS,Catamarca
6vOe5Qzce3,Brea,K4701XAC,Catamarca
Dvgl_nxYib,Cañada Larga,K4701XAI,Catamarca
Ya4-TXUh98,Chacritas,K4701XBI,Catamarca
lBDK6WKL63,Corralito,K4750XCP,Catamarca
24VtIXPbDf,Estancia,K4701XCF,Catamarca
MIcUPiw2-0,Icaño,K5265XAA,Catamarca
XM7XWEodeD,La Barrosa,K5260XBX,Catamarca
MAgL54uBrV,La Parada,K5260XCU,Catamarca
-dPq2jFiYh,Las Cuchillas del Aybal,K4701XCP,Catamarca
-U7x3sK_my,Las Toscas,K5260XFF,Catamarca
f-4U0D8AAZ,Majada,K4701XCZ,Catamarca
0qEJdG3tcW,Puesto de Vera,K5260XFP,Catamarca
Raa6VMFcgq,Rio Chico,K5260XAB,Catamarca
shVZZou2hr,San Francisco,K5260XAF,Catamarca
wrV5Bi8yjl,Sauce de los Cejas,K4701XAT,Catamarca
AnY85TtJ7t,Sicha,K5260XFY,Catamarca
NtCnNbjIjP,Talar,K5340XBA,Catamarca
4BgqmicsvU,Yerba Buena,K4701XAY,Catamarca
etwCsoW-JY,Balcosna,K4718XAL,Catamarca
7bLoPwzMEz,Balcosna de Afuera,K4718XAM,Catamarca
_7SVDLaPzR,El Chamico,K4718XAQ,Catamarca
RlVaAz_gCq,El Ciflon,K4718XAR,Catamarca
6Tl8Kl5IuO,El Contador,K4718XAS,Catamarca
U3Pp8gAuM6,La Higuera,K4719XAA,Catamarca
xeRouA826c,La Ovejeria,K4719XAB,Catamarca
1G4mESJuG-,Las Lajas,K4718XAE,Catamarca
qhImk2vb_a,San Antonio de Paclin,K4718XBK,Catamarca
taxRzvOOgW,Tierra Verde,K4718XBR,Catamarca
2Dj5hgl9AN,Villa Collantes,K4718XBS,Catamarca
gg2F6XMvHV,Almigaucho,K4723XAH,Catamarca
m04wNmBEVn,Alta Gracia,K4723XAI,Catamarca
bLn96fT58u,Amancala,K4723XAJ,Catamarca
7XBZ2WRk6D,Ampolla,K4723XBB,Catamarca
B5j6aevnAC,Cachi,K4723XBC,Catamarca
YudKAKgJT8,Caridad,K4723XAG,Catamarca
8cwWGEfrY1,Dos Pocitos,K4723XBE,Catamarca
1-miOae0J4,Dos Troncos,K4723XBF,Catamarca
zh0B6C4Bx9,El Carmen,K4723XBG,Catamarca
ZzT9bVJsH9,El Saucecito,K4723XAD,Catamarca
yi4j8EBamD,La Bajada,K4723XAL,Catamarca
TxYX7AdQZL,La Victoria,K4723XAE,Catamarca
49VmhGPqwv,Las Cayas,K4723XAP,Catamarca
B8bg5RtBFj,Las Tunas,K4723XAS,Catamarca
bEaBTb_rvI,Los Altos,K4723XAA,Catamarca
ly0D78FojA,Los Bastidores,K4723XBK,Catamarca
QjKZ7OQC3W,Los Estantes,K4723XBL,Catamarca
237Mx0ZgT0,Los Molles,K4723XBM,Catamarca
QELHqbHlGC,Los Pocitos,K4723XBO,Catamarca
DDA3ZNBE9K,Los Troncos,K4723XBP,Catamarca
oUjBG-QYMs,Los Zanjones,K4723XBQ,Catamarca
ncwwe6xL4E,Manantiales,K4723XBR,Catamarca
8nw83394YZ,Mistol Ancho,K4723XBS,Catamarca
fGHg-IGYzq,Monte Redondo,K4723XBT,Catamarca
kR-HRkqXWM,Naipa,K4723XAF,Catamarca
OEedCZ4rRT,Ovanta,K4723XAT,Catamarca
zX2EyiTNl_,Pampa Chacra,K4723XAU,Catamarca
AEcIJcV6n3,Pozo del Algarrobo,K4718XBG,Catamarca
7ZLP4V_-Wi,Pozo del Campo,K4718XBH,Catamarca
AOzdH-rBTh,Puerta Grande,K4723XAV,Catamarca
Yu5hXpzwQ5,Puesto del Medio,K4723XAX,Catamarca
jpWJPP4YF6,Quebrachal,K4723XAY,Catamarca
aHsO2iyqM_,Quebrachos Blancos,K4723XAZ,Catamarca
VrkH1qSX6B,Quimilpa,K4723XBA,Catamarca
-v--rhmPvm,Salauca,K4723XBV,Catamarca
mof7yvI8yw,San Luis,K4723XBW,Catamarca
mpbrf7RLSl,San Pedro,K4723XBZ,Catamarca
tHglK7EAQT,Santos Lugares,K4723XAB,Catamarca
ikCLxtPCi0,Yaquicho,K4723XBX,Catamarca
WCbMbaBeOb,Acostilla,K4701XAZ,Catamarca
02IhQjRQUg,Amana,K4701XBD,Catamarca
FTYEpOgOne,Ancasti,K4701XBE,Catamarca
2JbbBk-xfe,Anquincila,K4701XAB,Catamarca
lMRutfsjBo,Cabrera,K4701XAD,Catamarca
EJbh6PytKO,Calacio,K4701XAE,Catamarca
UCJ2hkqGXq,Calera,K4701XAF,Catamarca
2TUZx7hRB_,Cañada de Ipizca,K4701XAG,Catamarca
JcSNyQqu0n,Cañada de Paez,K4701XAH,Catamarca
IIlrA2vJG9,Candelaria,K5260XDO,Catamarca
nkcCfiGpI7,Casa Armada,K4701XBF,Catamarca
GhEFgIgrqQ,Casa Vieja,K4701XBH,Catamarca
9XXsEyq0bM,El Arbolito,K4740XAK,Catamarca
KBjFLA0YlK,El Cevilarcito,K4701XBR,Catamarca
8yGyIMRjnh,El Chañaral,K5260XDV,Catamarca
GwVp7svl-U,El Chorro,K4701XBT,Catamarca
fIjh2SP5Ft,El Mojon,K4701XBU,Catamarca
M22dtZsbmY,El Mollar,K4701XBV,Catamarca
aasK2WH7dk,El Potrero de los Cordoba,K4701XBW,Catamarca
vKYB0ON4wr,El Pozo,K4701XBX,Catamarca
YfB-YBL6BE,El Sauce,K4701XCA,Catamarca
6bHR7GvWiU,El Sauce Ipizca,K4701XCB,Catamarca
LqyzHIebWr,El Taco,K4235XBV,Catamarca
mwi8Ay2S5E,El Zapallar,K4740XBG,Catamarca
ugdL5UfTWf,Guanaco,K4701XAK,Catamarca
4_WrboWpq0,Higuera del Alumbre,K4701XAL,Catamarca
bKVsm-d_of,Ipizca,K4701XAM,Catamarca
2vVf-KOzBG,La Aguadita,K5340XDK,Catamarca
Qr1NTaPZ3j,La Bebida,K4701XAP,Catamarca
0sYLpM3h6w,La Estancita,K4701XAJ,Catamarca
UVLjGeiPt_,La Higuerita,K4701XAS,Catamarca
a8jzpAvefF,Las Barrancas Casa Armada,K4701XCM,Catamarca
btXPxHAYzb,Las Chacras,K5340XDQ,Catamarca
i7nAa0hc_W,Loma Sola,K4701XCS,Catamarca
65bESHodcc,Los Bulacio,K4701XCT,Catamarca
Jg3IdvBuXT,Agua del Simbol,K4701XBA,Catamarca
IPTZF8y_j3,Alto Bello,K5260XCP,Catamarca
vquqbikOzB,Alto del Rosario,K4701XBC,Catamarca
l8HiGHClNk,Bañado de Divisadero,K5260XCR,Catamarca
S24kuU_xZr,Caballa,K5260XDM,Catamarca
wGQCgObiMc,Casa de la Cumbre,K4701XBG,Catamarca
MRqR7P3jed,Cortaderas,K4723XBY,Catamarca
ulkpyirfZ5,El Abra,K5260XBH,Catamarca
YjApNAn1Ki,El Arenal,K4701XBO,Catamarca
CKyNcUqyzd,El Aybal,K5260XBI,Catamarca
6orRfh4Rrv,El Barrial,K5260XBL,Catamarca
G6uzOauw8B,El Cacho,K5260XBN,Catamarca
yF6bbKyFCQ,El Cienago,K5260XDW,Catamarca
U50No5EF6Y,El Gacho,K5260XDX,Catamarca
ts0ViCoi17,El Mistolito,K5260XEA,Catamarca
tzeA8lb9SK,El Moreno,K5260XEB,Catamarca
HnLWdFYYld,El Polear,K5260XEC,Catamarca
2hEIAoxoO5,El Puestito,K5260XEF,Catamarca
cbvzQJKsrw,El Quebrachal,K4701XBY,Catamarca
SYNWv2yFJM,El Saladillo,K5260XGB,Catamarca
5baMemZq7T,El Saltito,K4701XBZ,Catamarca
shlyJdZZGA,El Suncho,K5260XEK,Catamarca
oJuk9jFZ5-,El Valle,K5260XEM,Catamarca
uYU6L2IRGR,Esquiu,K5261XAA,Catamarca
EZrSym97ZM,Garay,K5260XEQ,Catamarca
t_z0ya908Q,Kilometro 38,K5260XBR,Catamarca
Hd1qHjCa6W,La Antigua,K5260XBW,Catamarca
fYkSC8KYP4,La Colonia,K5260XEV,Catamarca
np2T-l85Kq,La Dorada,K5260XEW,Catamarca
WWS0HQryRK,La Montosa,K5260XFB,Catamarca
H8a6pyA361,La Peña,K5260XCV,Catamarca
BbXITG1PLK,La Quinta,K5260XCW,Catamarca
f0PrYqckJm,La Tigra,K4701XCK,Catamarca
hXHiLQNUUu,La Valentina,K5260XCY,Catamarca
fSCVfTfvXH,La Zanja,K5260XCZ,Catamarca
6TcMEEEOL3,Las Cortaderas,K5260XCT,Catamarca
hBk_0DvPCT,Las Cuchillas,K4701XCO,Catamarca
xjJMGMMvE4,Apoyaco,K5315XAL,Catamarca
sZUX_UHd8s,Establecimiento Minero Cerro B,K5315XAP,Catamarca
wwhIlD3pCE,Los Cajones,K5315XAD,Catamarca
u-LcRZPJDU,Mutquin,K5317XAA,Catamarca
XnbYbPcrGI,Retiro,K4723XBU,Catamarca
igAk0_M-yS,Retiro de Colana,K5315XAU,Catamarca
jKYQsnorD6,Rincon,K5315XAB,Catamarca
UPX0J9bPNw,Rosario de Colana,K5315XAV,Catamarca
6eTegsa9IQ,Chichagasta,K5260XDR,Catamarca
2K7d5AwncB,Ensenada,K5260XEP,Catamarca
gFqn8wT8KZ,Parana,G4203XBP,Santiago del Estero
qvKy9irmxp,Pozos Cavados,K5260XFM,Catamarca
cnMY4FERFk,Quiros,K5266XAA,Catamarca
lKL7MfF6yZ,Amadores,K4718XAK,Catamarca
Ba5jTTzxKt,Cerviño,K4718XAN,Catamarca
ZjMHO6DPZr,El Cevil,K4718XAP,Catamarca
wdYH_eNbX5,El Garabato,K4718XAU,Catamarca
PQB1FYj9T3,Monte Potrero,K4718XBE,Catamarca
UTKrMNZL3g,Palo Labrado,K4718XBF,Catamarca
7MSbfgW0hb,Portezuelo,K4707XAK,Catamarca
gbfymTX5H8,Rafael Castillo,K4718XBI,Catamarca
ozJWOuRwik,Salcedo,K4718XBJ,Catamarca
hcBHrOEK1S,Yocan,K4718XBT,Catamarca
w9TkjS0r6t,Colonia Nueva Coneta,K4724XAA,Catamarca
j1JhQoVXe_,Coneta,K4728XAC,Catamarca
s74pofpbLC,La Estrella,K4707XAW,Catamarca
vWzAZRyN6G,La Paraguaya,K4728XAV,Catamarca
j9mzY8Qtc1,Los Angeles,K4728XAY,Catamarca
keyNGxKJ-a,Los Bazan,K4728XAZ,Catamarca
jiT3iqFj97,Los Pinos,K4728XAG,Catamarca
jqCSTkH3Wg,San Lorenzo,K5260XAG,Catamarca
19sB3fD7aM,Sisiguasi,K4728XAF,Catamarca
CYlDDH3MsV,Ambato,K4715XAF,Catamarca
eNPvIp7kjX,Casa Viejas,K4715XAG,Catamarca
V0j6QWWiiv,Chuchucaruana,K4715XBI,Catamarca
0-XbYHL8BZ,Collagasta,K4707XAC,Catamarca
4dFrtC4GAH,Condor Huasi,K4740XAI,Catamarca
4HGqktxwxW,El Arbol Solo,K4715XBJ,Catamarca
2lQlMQELlS,El Bolson,K4715XBM,Catamarca
--mGRmZmob,El Nogal,K4715XBO,Catamarca
ZoMrOJaX4k,El Parque,K4715XBP,Catamarca
mcLprr8VuU,El Pie de la Cuesta,K4715XAQ,Catamarca
CijJ0BW3hT,El Potrerillo,K4715XAS,Catamarca
7EimUlaO99,El Pucara,K4740XBE,Catamarca
lG6s9SpbCZ,El Rodeo Grande,K4715XAP,Catamarca
ocAlBqeNKZ,El Tabique,K4715XAT,Catamarca
4mucqKqteS,Humaya,K4715XAV,Catamarca
cZsHX1Tj_F,Isla Larga,K4715XAW,Catamarca
NWxY2aY-ER,La Puerta,K4711XAA,Catamarca
NfJXhx90g0,Las Chacritas,K4715XBU,Catamarca
ciehlbhwVm,Las Pampitas,K4740XAP,Catamarca
eknrisXUHP,Los Castillos,K4715XBB,Catamarca
jFd_Mpgcwo,Los Guindos,K4715XBC,Catamarca
GmWkpnNQqS,Los Morteritos,K4750XDK,Catamarca
A_KtiJFBmJ,Los Narvaez,K4715XBF,Catamarca
O1Qq8fWeb5,Los Navarros,K4715XBG,Catamarca
HeSZ4fHA2Q,Los Talas,K4715XBH,Catamarca
hWFt4Y0Zw2,Los Varela,K4711XAC,Catamarca
ToTQR45dBE,Pomancillo,K4707XAF,Catamarca
Fcuk7xVy3-,Sierra Brava,K4707XAB,Catamarca
UCn_B3XMg6,Singuil,K4715XBZ,Catamarca
Mr5wVzJ_oC,Andalucia,K5340XDB,Catamarca
HG0Wfkaq2L,Cerro Negro,K5340XBO,Catamarca
yK4Tvo0Xsk,Cordobita,K5340XBQ,Catamarca
5rPRwgh8Ph,Kilometro 1006,K5340XDI,Catamarca
Q7Ea-4o5ch,Kilometro 999,K5340XDJ,Catamarca
_VYk5ASXNz,Los Balverdis,K5340XDW,Catamarca
AKS5mOwm4a,Los Gonzales,K5340XDX,Catamarca
4ANcbVQoAp,Los Quinteros,K5340XEC,Catamarca
5JLREMeR0G,Los Rincones,K5340XED,Catamarca
aRIvKepIPH,Peñas Blancas,K5340XEK,Catamarca
ZGf3c90jWj,Rio Colorado,K5340XEM,Catamarca
tZYMiYaJw-,Villa Seleme,K5340XEO,Catamarca
-LToe-Vefj,25 de Mayo,G4352XAA,Santiago del Estero
E-705z5Ckt,25 de Mayo Sud,G4231XAA,Santiago del Estero
ZaNUA6gqTk,Ancastillo,K4231XAD,Catamarca
oGmrRi7Snj,Anjuli,K4231XAE,Catamarca
qm2wtym1B2,Cerro Rico,G4231XAB,Santiago del Estero
xr2a1ZFSUt,El Barrialito,K5340XBL,Catamarca
6PvoXNDLKG,El Centenario,K4231XAF,Catamarca
JcEwg2fuJd,El Salvador,G4231XAC,Santiago del Estero
0UQTwKncZT,Garzon,K4231XAN,Catamarca
6w0zqzGyAM,La Renovacion,K4231XAG,Catamarca
5y6vJU3DBp,Las Iguanas,K4231XAH,Catamarca
xN5MYz20Ek,Las Palmitas,K4231XAI,Catamarca
pkEB8pM-t-,Las Tejas,K4231XAJ,Catamarca
OALgKbu9Cx,Los Cordobeses,K4231XAK,Catamarca
si-LDNYRo5,Palo Parado,K4231XAL,Catamarca
I4yhwvgjeM,Puesto de los Morales,K4231XAM,Catamarca
i7XkzBPojy,Durazno,K4750XCS,Catamarca
1TG6fUtb4y,El Tambillo,K5340XDH,Catamarca
7Gdl58lp7u,La Ramada,K4750XCF,Catamarca
10iRlq6cDH,Las Bayas,K4750XCJ,Catamarca
-A51iCrfLd,Londres Oeste,K4750XDI,Catamarca
HLTQ4auNj_,Los Colorados,K4750XDJ,Catamarca
jBlxAiKFUf,Piedra Larga,K4750XBE,Catamarca
ZK2_ggWxWT,Biscotal,K4715XAB,Catamarca
pyobXSzvUE,Chamorro,K4715XAH,Catamarca
ii8RaubJNW,Chavarria,K4715XAI,Catamarca
B6GfZkpsV3,Corralita,K4715XAC,Catamarca
dtmY0wCcrv,El Atoyal,K4715XBK,Catamarca
mMLaG3L-XL,El Biscote,K4715XBL,Catamarca
FDePW3FCzM,El Molinito,K4715XAD,Catamarca
-26O1FTq4n,El Realito,K4715XAE,Catamarca
jEafaEEzZN,Faldeo,K4715XAJ,Catamarca
-zhKosr_O8,Galpon,K4715XAK,Catamarca
QTgwsNI5td,La Aguita,K4715XAL,Catamarca
Ee6Xn18fo6,La Piedra,K4715XBR,Catamarca
UOMurQV1tV,La Salvia,K4715XAM,Catamarca
Gh74hdehK1,Lampaso,K4715XAN,Catamarca
YanNVB1HmY,Las Aguitas,K4715XBS,Catamarca
aW-m40PQNO,Las Barras,K4715XAO,Catamarca
ItxknmadfK,Las Burras,K4715XBT,Catamarca
jSKnyn96W-,Las Piedras Blancas,K4715XBA,Catamarca
v3oVM1vwkC,Los Loros,K4715XBD,Catamarca
kHYwuBhtN0,Molle Quemado,K4715XBY,Catamarca
pDn1hKOAVE,Villa Quintin Ahumada,K4715XCA,Catamarca
Vc9CHRHE_M,Banda de Lucero,K5340XDD,Catamarca
Zmk19vHgC8,Cienaguita,K5340XBP,Catamarca
xvuhKOiVNB,La Candelaria,K5340XBT,Catamarca
NW-XukTgqg,Viña del Cerro,K5340XEP,Catamarca
7SNwVaSBJs,Aconquija,K4740XAF,Catamarca
V0wjytEFk1,Alto de la Junta,K4740XAV,Catamarca
-qyndZI1fR,El Alamito,K4743XAA,Catamarca
mjo1Y6I9C_,El Espinillo,K4740XAM,Catamarca
hek_g9JsyC,La Alumbrera,K4740XAW,Catamarca
kxNNrNs1ua,Las Estancias,K4740XAO,Catamarca
LCx-ZnlwO4,Bajo Hondo,G4356XAC,Santiago del Estero
ZnENCwgO-m,Barrio Jardin,G4230XBW,Santiago del Estero
MoT86NWz8E,Bella Vista,G3740XBB,Santiago del Estero
kCkCBdUzB-,Beltran Loreto,G4205XAX,Santiago del Estero
m82lTMAcXr,Brea Chimpana,K4230XAA,Catamarca
yX_rcYHlxW,Buenos Aires,G4230XAI,Santiago del Estero
pzIeR6crAg,Campo de Amor,G4205XAY,Santiago del Estero
Fi4WntEhic,Cerrillos de San Isidro,G4230XBQ,Santiago del Estero
v_kL5jAuDU,Chañar Laguna,G4230XBX,Santiago del Estero
T_MHrTDvFf,Corralitos,K4230XAB,Catamarca
0NVjidwxzv,El Escondido,G4230XAA,Santiago del Estero
YYLVL0uU9l,El Milagro,G4230XAK,Santiago del Estero
EUZOR7BAOC,El Recreo,G4230XAN,Santiago del Estero
TnZH9J5Xrl,El Rodeo,G5251XCI,Santiago del Estero
JaTRx4aDmd,El Rosario,G4322XBP,Santiago del Estero
Lie6vL91Uz,Envidia,G4205XAZ,Santiago del Estero
ZtiIy-KDAA,Escuela 879,G4230XAQ,Santiago del Estero
05vCzOsLyQ,Guatana,G4230XBY,Santiago del Estero
7LGvyjQoSc,Inti Huasi,G5250XBP,Santiago del Estero
gGxVMiwAx7,Jumeal o Jumial,G4230XAM,Santiago del Estero
J_eh78R5Yl,Kilometro 1073,G4230XBZ,Santiago del Estero
xUpxuaMnF3,Kilometro 3,G4230XAV,Santiago del Estero
FCOverWkrg,La Esperanza,G4206XBM,Santiago del Estero
LUCGtMX5oV,La Esquina,G4201XAI,Santiago del Estero
1cYl5mFa8E,La Laguna,G4230XAW,Santiago del Estero
hofEyFMOIo,La Laura,G4205XBA,Santiago del Estero
_qKkAY29nA,Las Dos Flores,G4205XBB,Santiago del Estero
lDhHHMYlQR,Las Palomitas,G4230XBK,Santiago del Estero
8MpVlwZuu1,Las Tejas,G4230XBL,Santiago del Estero
CmhIq10F-s,Las Trincheras,G4230XBN,Santiago del Estero
GgKuFmtMEe,Los Ralos,G4205XBE,Santiago del Estero
Yyc67RxE7-,Lujan,G4353XBO,Santiago del Estero
FiIAOJNHCb,Monte Redondo,G4212XAD,Santiago del Estero
FnBxeLJP1x,Monteagudo,G4230XBO,Santiago del Estero
z7LtXVTRyB,Palo Lindo,G4230XBT,Santiago del Estero
zHOnREl-iG,Palo Parado,G4230XBU,Santiago del Estero
vF9Q53AORZ,Pampa Pozo,G4189XAH,Santiago del Estero
MQ6w-M3ibr,Porongal,G4205XBG,Santiago del Estero
U-i5-TnlJm,Pozancones,G4230XAJ,Santiago del Estero
jS2veJJreM,Pozo de la Puerta,G4230XCB,Santiago del Estero
VPFzBaw1oB,Puerta de las Piedras,G4230XCC,Santiago del Estero
vwGgu38U6q,Remansito,G4322XAL,Santiago del Estero
y8LVVbGq-s,San Carlos,G4201XBH,Santiago del Estero
5w02P8jo-H,San Ignacio,G4206XBH,Santiago del Estero
cbqmTSa51a,San Luis,G4301XDW,Santiago del Estero
JkK3gs0whL,San Patricio,G4230XBS,Santiago del Estero
7Uf_gFPQA6,Santa Rosa,G4206XAU,Santiago del Estero
K1jOjLonMf,Kilometro 128,K4728XAR,Catamarca
IUHxxfzdOh,San Geronimo,K4728XAI,Catamarca
SE4OCzSgV8,Trampasacha,K4728XBB,Catamarca
xI6O__GIfd,Agua de las Palomas,K4741XAA,Catamarca
d2Q2ziYROI,Amanao,K4740XAX,Catamarca
ReiOCwEvZu,Carapunco,K4740XBA,Catamarca
MbuqtOzYGV,Choya,K4741XAB,Catamarca
wrzwdnqvBO,La Laguna,K4740XAN,Catamarca
OIeCAkfxPI,Villa Coronel Arroyo,K4740XBP,Catamarca
